-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2005 through 12/31/2025 in UTC
Location: Latitude  -10.1772   Longitude 123.607 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 188.78 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_KT              CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLOUD_AMT              CERES SYN1deg Cloud Amount (%) 
IMERG_PRECTOT          MERRA-2 Total Precipitation (mm/day) 
PS                     MERRA-2 Surface Pressure (kPa) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX                MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                MERRA-2 Temperature at 2 Meters Minimum (C) 
TS                     MERRA-2 Earth Skin Temperature (C) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
WSC                    MERRA-2 Corrected Wind Speed (Adjusted For Elevation) (m/s) 
Message(s): 
Corrected Wind Speed has a custom surface implemented: Savanna:18-m broadleaf trees (30%) & groundcover (vegtype_6) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_KT,2005,0.57,0.63,0.55,0.61,0.66,0.66,0.64,0.67,0.67,0.64,0.59,0.51,0.61
ALLSKY_KT,2006,0.44,0.56,0.48,0.55,0.64,0.58,0.64,0.69,0.71,0.69,0.68,0.59,0.6
ALLSKY_KT,2007,0.52,0.56,0.46,0.59,0.65,0.55,0.64,0.68,0.7,0.68,0.63,0.54,0.6
ALLSKY_KT,2008,0.54,0.42,0.55,0.64,0.66,0.62,0.68,0.66,0.69,0.66,0.59,0.47,0.59
ALLSKY_KT,2009,0.47,0.44,0.6,0.67,0.6,0.66,0.65,0.68,0.68,0.68,0.64,0.55,0.61
ALLSKY_KT,2010,0.48,0.6,0.64,0.57,0.58,0.61,0.58,0.65,0.61,0.59,0.63,0.44,0.58
ALLSKY_KT,2011,0.41,0.45,0.49,0.45,0.61,0.62,0.64,0.68,0.69,0.65,0.64,0.49,0.56
ALLSKY_KT,2012,0.46,0.56,0.5,0.6,0.57,0.64,0.65,0.7,0.69,0.68,0.66,0.58,0.6
ALLSKY_KT,2013,0.45,0.53,0.55,0.66,0.6,0.57,0.61,0.69,0.69,0.66,0.61,0.53,0.59
ALLSKY_KT,2014,0.49,0.49,0.61,0.6,0.65,0.6,0.63,0.69,0.71,0.7,0.67,0.52,0.61
ALLSKY_KT,2015,0.49,0.56,0.6,0.62,0.65,0.64,0.65,0.68,0.69,0.69,0.68,0.55,0.62
ALLSKY_KT,2016,0.62,0.58,0.6,0.68,0.62,0.61,0.64,0.65,0.66,0.65,0.64,0.51,0.62
ALLSKY_KT,2017,0.49,0.53,0.46,0.59,0.64,0.6,0.63,0.69,0.67,0.65,0.56,0.52,0.58
ALLSKY_KT,2018,0.4,0.58,0.61,0.65,0.64,0.64,0.66,0.65,0.69,0.67,0.57,0.52,0.6
ALLSKY_KT,2019,0.48,0.61,0.54,0.58,0.63,0.63,0.68,0.69,0.7,0.71,0.68,0.61,0.63
ALLSKY_KT,2020,0.53,0.56,0.58,0.62,0.57,0.63,0.66,0.69,0.68,0.65,0.65,0.5,0.61
ALLSKY_KT,2021,0.45,0.48,0.55,0.6,0.66,0.64,0.66,0.67,0.65,0.66,0.56,0.49,0.58
ALLSKY_KT,2022,0.47,0.49,0.57,0.64,0.63,0.56,0.62,0.66,0.66,0.61,0.55,0.55,0.58
ALLSKY_KT,2023,0.53,0.44,0.61,0.54,0.63,0.63,0.6,0.69,0.7,0.68,0.65,0.58,0.6
ALLSKY_KT,2024,0.55,0.54,0.49,0.59,0.64,0.61,0.61,0.68,0.65,0.66,0.65,0.44,0.59
ALLSKY_KT,2025,0.43,0.51,0.48,0.57,0.58,0.57,0.61,0.67,0.65,0.65,0.57,0.51,0.56
ALLSKY_SFC_SW_DIFF,2005,2.7005,2.1785,2.3458,1.884,1.4734,1.3742,1.487,1.6745,1.9258,2.1802,2.3868,2.9362,2.0462
ALLSKY_SFC_SW_DIFF,2006,2.9837,2.2709,2.7065,2.1377,1.5192,1.5936,1.4297,1.5312,1.5101,1.7834,2.0882,2.3088,1.9879
ALLSKY_SFC_SW_DIFF,2007,2.8373,2.3897,2.5097,1.9025,1.4482,1.591,1.5583,1.5494,1.5703,1.8996,2.2858,2.8349,2.0306
ALLSKY_SFC_SW_DIFF,2008,2.8349,2.7984,2.4449,1.8895,1.5394,1.4275,1.4074,1.7318,1.7177,2.0316,2.2001,2.9244,2.0779
ALLSKY_SFC_SW_DIFF,2009,2.8229,2.9309,2.1086,1.8127,1.7431,1.4052,1.4609,1.477,1.8034,2.1922,2.257,2.6455,2.0503
ALLSKY_SFC_SW_DIFF,2010,2.7288,2.3278,1.9387,2.1526,1.8262,1.5041,1.6003,1.585,1.981,2.4665,2.3357,2.6292,2.0887
ALLSKY_SFC_SW_DIFF,2011,2.7965,2.9186,2.8258,2.1926,1.6618,1.536,1.5082,1.5521,1.7803,2.0273,2.1715,2.7648,2.1408
ALLSKY_SFC_SW_DIFF,2012,2.9412,2.489,2.3669,1.6894,1.9342,1.524,1.464,1.4746,1.7638,2.039,2.2567,2.7682,2.0597
ALLSKY_SFC_SW_DIFF,2013,2.7408,2.6162,2.3071,1.7508,1.758,1.6294,1.6769,1.4642,1.6891,2.0911,2.2625,2.6388,2.0498
ALLSKY_SFC_SW_DIFF,2014,2.7439,2.8186,2.1139,1.9006,1.499,1.6092,1.4916,1.4498,1.5473,1.8739,2.051,2.765,1.9841
ALLSKY_SFC_SW_DIFF,2015,2.7751,2.5306,2.359,2.1096,1.5396,1.4854,1.5967,1.6742,1.8038,1.9133,1.986,2.5387,2.0239
ALLSKY_SFC_SW_DIFF,2016,2.3506,2.4636,2.2973,1.5974,1.5379,1.7297,1.6524,1.681,1.8422,2.0302,2.3525,3.0706,2.0501
ALLSKY_SFC_SW_DIFF,2017,3.0194,2.4898,2.7782,1.8864,1.7827,1.7398,1.74,1.6073,1.9903,2.0714,2.693,2.7739,2.2135
ALLSKY_SFC_SW_DIFF,2018,2.8238,2.5351,2.4254,1.741,1.783,1.6726,1.5679,1.8569,1.8317,2.1137,2.449,2.759,2.1288
ALLSKY_SFC_SW_DIFF,2019,2.7775,2.3587,2.513,1.913,1.733,1.6615,1.5298,1.6826,1.7796,1.8017,2.0714,2.4314,2.0201
ALLSKY_SFC_SW_DIFF,2020,2.7053,2.7082,2.255,1.8773,1.8163,1.669,1.5646,1.5655,1.8166,2.0815,2.2229,2.989,2.1048
ALLSKY_SFC_SW_DIFF,2021,2.6702,2.9676,2.5649,1.6476,1.6373,1.5871,1.6078,1.7242,1.9466,2.1029,2.6134,2.4833,2.1245
ALLSKY_SFC_SW_DIFF,2022,2.9071,2.5279,2.4509,2.0066,1.8221,1.7609,1.7045,1.8322,1.9865,2.3782,2.6448,2.4991,2.2087
ALLSKY_SFC_SW_DIFF,2023,2.8956,2.6976,2.4598,2.0177,1.794,1.6195,1.775,1.7112,1.8574,2.1422,2.3741,2.6026,2.16
ALLSKY_SFC_SW_DIFF,2024,2.9594,2.5687,2.4338,2.0542,1.7347,1.6826,1.8149,1.7098,1.9402,2.119,2.0724,2.8733,2.1638
ALLSKY_SFC_SW_DIFF,2025,2.5152,2.7528,2.5322,2.2075,1.9702,1.818,1.7434,1.8072,1.921,2.0388,2.6947,2.6321,2.2157
ALLSKY_SFC_SW_DNI,2005,4.5809,5.7415,4.1362,5.4792,6.3319,6.1063,5.7348,6.1646,6.3204,5.8567,4.8989,3.281,5.3796
ALLSKY_SFC_SW_DNI,2006,2.0189,4.7371,2.7624,4.1035,5.8918,4.7734,6.1039,6.6518,7.3678,7.081,6.6922,5.191,5.2807
ALLSKY_SFC_SW_DNI,2007,3.4819,4.6308,2.6148,5.0371,6.1949,4.5451,5.9002,6.4584,7.1875,6.7699,5.7806,3.6631,5.1883
ALLSKY_SFC_SW_DNI,2008,3.7265,1.674,4.0238,6.0031,6.0125,5.562,6.3852,5.9138,6.7522,6.4092,5.3398,2.448,5.0294
ALLSKY_SFC_SW_DNI,2009,2.6791,2.0006,5.1754,6.4404,5.2476,6.2635,6.0828,6.6108,6.5208,6.2333,6.0324,3.9511,5.2853
ALLSKY_SFC_SW_DNI,2010,3.0552,5.1982,6.1678,4.5089,4.4105,5.4134,5.112,6.0427,5.2526,4.957,5.9722,2.3232,4.8605
ALLSKY_SFC_SW_DNI,2011,1.6344,2.3294,2.5882,2.617,5.3885,5.6604,5.8265,6.4356,6.6665,6.0461,6.1118,3.1354,4.5468
ALLSKY_SFC_SW_DNI,2012,2.2265,4.56,3.3377,5.6426,4.4062,5.6162,5.9465,6.8158,6.7483,6.6494,6.2047,4.5077,5.2164
ALLSKY_SFC_SW_DNI,2013,2.5978,3.617,4.3404,6.4008,4.8266,4.5038,5.2639,6.8335,6.9888,6.2906,5.5162,3.9365,5.0969
ALLSKY_SFC_SW_DNI,2014,2.9981,2.7547,5.3304,5.2193,6.0439,5.2582,5.537,6.6142,7.4153,7.0138,6.7111,3.5897,5.3868
ALLSKY_SFC_SW_DNI,2015,3.1519,4.2842,4.8785,5.3822,6.0302,5.8186,5.8157,6.3115,6.7121,6.8755,6.8398,4.4074,5.5457
ALLSKY_SFC_SW_DNI,2016,5.8918,4.8698,5.3002,6.7966,5.7895,5.3191,5.7103,6.132,6.4454,6.3989,6.4219,3.3559,5.7012
ALLSKY_SFC_SW_DNI,2017,3.3029,4.4074,2.3107,5.2034,5.8418,4.6937,5.3983,6.6122,6.4193,6.3751,4.3186,3.7027,4.883
ALLSKY_SFC_SW_DNI,2018,1.4177,5.165,5.3683,6.4171,5.6494,5.471,6.0122,5.5195,6.7202,6.4735,4.6219,4.243,5.2512
ALLSKY_SFC_SW_DNI,2019,2.7859,5.6462,4.3123,4.8437,5.4382,5.2718,6.167,6.4284,6.9449,7.2084,6.9079,5.6045,5.6258
ALLSKY_SFC_SW_DNI,2020,4.0939,4.3646,4.7945,5.6779,4.6579,5.6203,5.9659,6.7661,6.7846,6.6965,6.3434,3.1094,5.4043
ALLSKY_SFC_SW_DNI,2021,2.5764,3.1094,4.0202,5.645,6.0168,5.4888,6.059,6.1046,6.151,6.2261,4.5917,3.6924,4.9834
ALLSKY_SFC_SW_DNI,2022,2.7199,3.343,4.7585,5.7118,5.4775,4.3202,5.3734,5.8848,6.0859,5.3518,4.4832,4.4664,4.8401
ALLSKY_SFC_SW_DNI,2023,3.7469,2.1598,5.3386,4.4664,5.3743,5.4886,4.8343,6.2995,6.739,6.3521,6.0454,5.0825,5.1794
ALLSKY_SFC_SW_DNI,2024,3.913,4.1443,3.3228,4.723,5.4974,5.28,4.9682,6.3389,6.1538,6.209,6.6178,1.9068,4.9188
ALLSKY_SFC_SW_DNI,2025,2.4919,3.2378,2.9498,4.4736,4.5823,4.5977,5.0774,6.1044,6.2398,6.3094,4.9006,3.8993,4.5778
ALLSKY_SFC_SW_DWN,2005,6.2746,6.8311,5.6938,5.7881,5.6678,5.2505,5.2462,6.078,6.6876,6.7788,6.3922,5.5896,6.0166
ALLSKY_SFC_SW_DWN,2006,4.8569,6.0672,4.9589,5.1766,5.4701,4.6145,5.2802,6.2162,7.0783,7.3337,7.3615,6.4358,5.9011
ALLSKY_SFC_SW_DWN,2007,5.6897,6.0902,4.7642,5.6225,5.5625,4.4076,5.2668,6.096,6.9943,7.2283,6.8705,5.8558,5.8678
ALLSKY_SFC_SW_DWN,2008,5.933,4.6152,5.7024,6.1102,5.6062,4.9666,5.5502,5.9614,6.8323,7.0286,6.4471,5.1835,5.8318
ALLSKY_SFC_SW_DWN,2009,5.215,4.7729,6.186,6.3142,5.1463,5.3196,5.3561,6.1526,6.8054,7.1926,7.0193,5.9712,5.9594
ALLSKY_SFC_SW_DWN,2010,5.2406,6.5117,6.6456,5.4451,4.9258,4.8713,4.775,5.9018,6.0166,6.2496,6.8513,4.7863,5.677
ALLSKY_SFC_SW_DWN,2011,4.4808,4.9476,5.0885,4.3231,5.2358,4.9987,5.2421,6.1255,6.8479,6.8496,7.0135,5.3306,5.5423
ALLSKY_SFC_SW_DWN,2012,5.0741,6.1514,5.1696,5.682,4.8924,5.0894,5.323,6.3122,6.8731,7.2154,7.1762,6.3238,5.9362
ALLSKY_SFC_SW_DWN,2013,4.9855,5.7607,5.7638,6.215,5.0882,4.5528,5.0239,6.2335,6.8645,7.033,6.6221,5.8092,5.8274
ALLSKY_SFC_SW_DWN,2014,5.346,5.376,6.3326,5.6998,5.5246,4.7714,5.1655,6.1862,7.0946,7.4035,7.2578,5.7298,5.9933
ALLSKY_SFC_SW_DWN,2015,5.3592,6.0518,6.2369,5.9297,5.5716,5.148,5.3702,6.115,6.8801,7.3582,7.403,5.971,6.1142
ALLSKY_SFC_SW_DWN,2016,6.8628,6.3322,6.2098,6.4402,5.2975,4.8898,5.2843,5.903,6.6139,6.8779,6.9874,5.6047,6.1061
ALLSKY_SFC_SW_DWN,2017,5.3839,5.7449,4.7818,5.5956,5.4542,4.7707,5.1931,6.2302,6.6845,6.8842,6.1474,5.7019,5.7132
ALLSKY_SFC_SW_DWN,2018,4.3541,6.3542,6.2945,6.2059,5.4886,5.1132,5.4113,5.8147,6.8832,7.1561,6.2489,5.6705,5.9105
ALLSKY_SFC_SW_DWN,2019,5.2908,6.6365,5.6299,5.4924,5.3834,5.0239,5.5834,6.1841,6.9814,7.4866,7.4345,6.7214,6.1493
ALLSKY_SFC_SW_DWN,2020,5.7725,6.1212,6.0139,5.8985,4.8696,5.0539,5.4043,6.245,6.7769,6.9288,7.0438,5.4386,5.9606
ALLSKY_SFC_SW_DWN,2021,4.9776,5.2042,5.7002,5.6436,5.6225,5.1192,5.4432,6.0794,6.5182,7.0058,6.0878,5.4058,5.7372
ALLSKY_SFC_SW_DWN,2022,5.1713,5.3666,5.9143,6.0418,5.3974,4.5281,5.119,5.964,6.533,6.4306,6.0199,6.0089,5.7098
ALLSKY_SFC_SW_DWN,2023,5.7965,4.7652,6.3122,5.153,5.4223,5.0491,4.9519,6.181,6.9194,7.2206,7.0889,6.367,5.9438
ALLSKY_SFC_SW_DWN,2024,6.0012,5.8874,5.1281,5.55,5.4396,4.9118,5.0354,6.1469,6.4474,6.9845,7.1318,4.8106,5.7866
ALLSKY_SFC_SW_DWN,2025,4.7638,5.5589,4.9894,5.3993,4.9102,4.5806,4.9961,6.0209,6.4934,6.8918,6.1819,5.5529,5.5265
CLOUD_AMT,2005,80.01,56.52,75.46,59.64,48.41,36.95,37.8,23.82,33.82,43.92,62.52,88.47,53.99
CLOUD_AMT,2006,94.46,61.66,89.7,67.13,42.77,52.45,35.93,17.84,12.0,16.56,18.93,57.72,47.25
CLOUD_AMT,2007,80.3,65.38,86.04,51.51,30.62,56.4,33.81,23.03,12.41,24.32,49.21,77.99,49.19
CLOUD_AMT,2008,79.54,95.54,76.8,46.63,28.26,37.43,20.8,24.98,20.42,31.37,54.94,91.74,50.58
